currency,CHF,CHF,CHF,CHF,CHF,CHF,EUR,EUR,EUR,EUR,EUR,EUR,GBP,GBP,GBP,GBP,GBP,GBP,JPY,JPY,JPY,JPY,JPY,JPY
coefficient,const,SP500,UST10Y,fxvol,TED,VIX,const,SP500,UST10Y,fxvol,TED,VIX,const,SP500,UST10Y,fxvol,TED,VIX,const,SP500,UST10Y,fxvol,TED,VIX
date,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-23,0.00014457339006608664,0.023892068090271328,-0.022222805518552578,0.00027082617548865827,-0.06943247990628047,0.0041614778036951,0.00011003139124815095,0.05824306974742874,-0.013751595579445957,0.00012248827775132628,-0.09122283436678327,0.0021357530509015722,0.00021082190778157743,0.07520767225990724,-0.008380952837008222,0.00013316640462137665,-0.22311079833672637,0.001067492604425581,,,,,,
2000-03-24,0.0001445857808922316,0.023875302967906138,-0.022223299302922942,0.0002707799368565603,-0.06943104786651842,0.004163471314710655,0.00011006742891502161,0.058220383446784804,-0.013753196379928,0.00012243450155215006,-0.09121100095682874,0.0021384004204941594,0.00021085801091836885,0.07518272953337349,-0.008382005747887045,0.00013313123773016336,-0.22309963710902878,0.0010710904406787528,,,,,,
2000-03-27,0.00014459414304788116,0.02385853520976773,-0.022223887607412146,0.00027072743041054077,-0.06943202855260504,0.004165415273737442,0.00011010203259682603,0.05819769620734688,-0.013754830848014815,0.0001223785464034063,-0.09120002590941949,0.002141030140898313,0.00021089237107361098,0.07515778565184969,-0.008383100071233067,0.00013309237713726103,-0.22308950367144434,0.001074666564057652,,,,,,
2000-03-28,0.00014460495867433748,0.02384171485129013,-0.022224471114984837,0.0002706785717837474,-0.06943135621283701,0.004167392633491486,0.00011013902467882399,0.05817495772967885,-0.013756460643126783,0.00012232605694779898,-0.09118744249280035,0.002143692397207799,0.0002109276710146271,0.07513282136349055,-0.008384192533838052,0.00013305558256096874,-0.22307874679619738,0.001078255645171171,,,,,,
2000-03-29,0.00014461751332149912,0.02382472635378552,-0.0222250682227799,0.00027063239900890077,-0.06942959031894921,0.004169376194768062,0.00011017698440900086,0.0581521256337362,-0.013758098011166623,0.00012227502367559396,-0.09117425089509064,0.002146358106479504,0.0002109625259523575,0.07510790065301544,-0.00838528147208292,0.00013301779689220295,-0.22306826544794983,0.0010818431190400836,,,,,,
2000-03-30,0.00014463309640923004,0.023807752270659892,-0.022225659409503253,0.00027059090616886073,-0.0694259653832827,0.004171334663868866,0.0001102177025283954,0.05812930667526543,-0.013759729982337267,0.0001222281676068956,-0.09115936688753877,0.002149000946308484,0.00021099739471923385,0.0750829800092074,-0.008386370382946588,0.00013298004288263626,-0.2230577757411537,0.001085430476860422,,,,,,
2000-03-31,0.0001446473866552386,0.023790939701080503,-0.022226220263750082,0.00027054745296970596,-0.06942317278624845,0.004173274057738148,0.0001102565687017956,0.05810671922760954,-0.013761318472869755,0.0001221785822296519,-0.09114567456893716,0.002151616443931764,0.0002110313180438432,0.07505817899475185,-0.008387436830522057,0.00013294007418585064,-0.22304788534932513,0.001089003706551526,,,,,,
2000-04-03,0.00014466236291602776,0.02377417162761295,-0.022226785141793264,0.00027050528211495134,-0.06941994880027942,0.004175203405749873,0.00011029629085486599,0.058084187336010354,-0.013762911987650036,0.00012213056839265683,-0.09113144425454257,0.0021542193986607313,0.00021106545323273108,0.07503339189857322,-0.00838850453654781,0.00013290066471120313,-0.2230378637801978,0.0010925737940235055,,,,,,
2000-04-04,0.00014467686454713825,0.023757382340403435,-0.022227347235912215,0.00027046211332664696,-0.06941714408368502,0.00417713317473183,0.00011033666732120683,0.05806168470799361,-0.013764509342979481,0.00012208391661260913,-0.09111663623813716,0.0021568217726747646,0.00021109868113888464,0.0750085637305525,-0.008389566853414894,0.0001328586721757405,-0.22302863133699735,0.0010961446965080993,,,,,,
2000-04-05,0.0001446906220154343,0.023740643706640294,-0.022227894780492273,0.00027041796611048204,-0.06941501901508157,0.004179038920995425,0.00011037654734069278,0.058039215893713886,-0.013766096985180982,0.00012203653442115802,-0.09110228139964756,0.002159408110257851,0.00021113226555470195,0.07498371098425188,-0.00839063622904132,0.00013281746997004603,-0.2230190783017119,0.0010997272550232608,,,,,,
2000-04-06,0.0001447014191921682,0.023724037838537763,-0.022228442325072335,0.00027037007027763834,-0.06941546463062083,0.004180907957049493,0.00011041457313778908,0.05801683029268075,-0.013767684627382483,0.00012198645855021643,-0.09108953593135065,0.0021619714389880893,0.00021116691445808685,0.07495880988410655,-0.00839170560466775,0.00013277875508448589,-0.22300861510119424,0.001103323183130472,,,,,,
2000-04-07,0.00014471315657637256,0.02370751183133992,-0.022228984354897466,0.00027032340206722955,-0.0694151219344782,0.004182765611101204,0.00011045468595184677,0.05799462207623372,-0.013769260019654775,0.00012193948103241339,-0.0910750415019756,0.002164509486283286,0.00021120348887937527,0.07493407443617095,-0.008392763542931708,0.00013274444526484663,-0.22299656230291487,0.0011068955027743002,,,,,,
2000-04-10,0.0001447252113196867,0.02369101450925417,-0.022229530728127073,0.00027027703563251926,-0.06941451790194028,0.004184614186038519,0.00011049489336566484,0.05797242241586972,-0.013770836707537456,0.00012189261499091699,-0.0910604692118,0.002167044825487039,0.00021123983705364068,0.07490931827597008,-0.008393818345470566,0.00013270973184427296,-0.22298469294597686,0.001110474377838984,,,,,,
2000-04-11,0.00014473865347211634,0.023674417952958618,-0.022230093376958596,0.00027023171714916623,-0.069412709058816,0.004186486285705138,0.0001105353258191385,0.057950206649223714,-0.013772416037200154,0.00012184598273411056,-0.09104570159871388,0.002169583982901713,0.00021127618323571394,0.07488456226008945,-0.008394873124342625,0.0001326750153068651,-0.22297282529241624,0.001114053218691821,,,,,,
2000-04-12,0.00014475123373727152,0.02365784156662483,-0.022230671191901565,0.00027018601854454205,-0.06941168738207948,0.004188347496665912,0.00011057529500977704,0.05792800173087152,-0.01377400352434845,0.00012179901930938377,-0.09103135687175143,0.002172117283871946,0.00021131140284360862,0.07485983294680841,-0.00839594797839114,0.00013263856487394734,-0.2229619707131188,0.0011176176446731317,,,,,,
2000-04-13,0.0001447645841799429,0.02364110757111904,-0.022231236960311162,0.00027014034371404354,-0.0694099622979818,0.004190221358431042,0.00011061583587174776,0.057905679750385144,-0.013775582063563267,0.0001217522449663007,-0.09101649029875394,0.002174659981090533,0.00021134574996485562,0.07483528447106509,-0.008397036652369723,0.00013260102897907496,-0.22295190071932358,0.0011211675558469934,,,,,,
2000-04-14,0.00014477858602510396,0.023624265040238516,-0.022231806549499893,0.0002700945367748961,-0.06940762277852339,0.004192097721430056,0.00011065703675513517,0.05788324772769075,-0.013777164476831716,0.00012170553528493672,-0.09100100147602698,0.0021772052142766383,0.00021137974802042664,0.07481079490249551,-0.008398123252936963,0.00013256311912297926,-0.22294215491533112,0.0011247161095290354,,,,,,
2000-04-17,0.00014479095913046803,0.023608311086030925,-0.022232347478735048,0.00027004902998162836,-0.06940681956778426,0.004193917471057743,0.00011069642645497752,0.05786180445167075,-0.013778714997397867,0.00012165858736589487,-0.09098722018648367,0.002179687451815366,0.00021141304094810803,0.07478669496199536,-0.008399197288360177,0.00013252439960716145,-0.22293306398887952,0.00112823983986121,,,,,,
