date,const,SP500,UST10Y,fxvol,TED,VIX
2000-02-15,0.00018293140476315325,0.08465976925690269,-0.0080621372430059,0.00017056268672247118,-0.21476121948651247,0.0004823548269142502
2000-02-16,0.00018307643894293564,0.08460781083198321,-0.008064185095238057,0.0001703691516804473,-0.21473309174061536,0.0004871188689848996
2000-02-17,0.00018312013366434968,0.0845615607221153,-0.008067062926112246,0.00017026517325643585,-0.21471828004473964,0.000492335396835469
2000-02-18,0.0001831908730746533,0.08451418923214214,-0.00806926140174812,0.00017019981422307763,-0.214690116753847,0.0004981846262055334
2000-02-23,0.00018326229242642155,0.08446252302797619,-0.008071786573619132,0.00017019370229440984,-0.2147268329612261,0.0005042629957091543
2000-02-24,0.00018326741628216527,0.08441558162621818,-0.008073733638035395,0.0001700768075256266,-0.21472295185272736,0.000510549668694709
2000-02-25,0.00018335696372627649,0.08436410752665863,-0.008076543128568106,0.00016991408545918133,-0.21469334106571755,0.0005160196199151612
2000-02-28,0.00018342240256777646,0.0843239092219412,-0.008078748373425364,0.0001698804625981826,-0.21466291580996516,0.0005225941613703338
2000-02-29,0.00018351887208596808,0.08427956763081551,-0.008081081092212311,0.00016985186875546478,-0.21460642680926437,0.0005280885586271847
2000-03-01,0.00018355608409089554,0.08422396283463196,-0.008083331176972255,0.00016979405580816025,-0.2145961874321294,0.0005333534812778554
2000-03-02,0.000183700557588558,0.08417438296502015,-0.00808525770413152,0.00016969912526680693,-0.2145668985531116,0.0005383416496940528
2000-03-03,0.00018373478644641674,0.08412714944398475,-0.008087692728716836,0.00016953793242509692,-0.21449812285868325,0.0005434536461365923
2000-03-06,0.00018380595313449501,0.08408831778934465,-0.008089425241099138,0.0001695868670088661,-0.21444610216060037,0.0005485810248487589
2000-03-07,0.0001838822786162935,0.08403652413267766,-0.008091149890956183,0.00016944547262726773,-0.214411030275417,0.0005536696264795576
2000-03-08,0.00018394389450572375,0.08398990029085691,-0.008092925088175721,0.00016939490583164741,-0.214358623186999,0.0005587432292481214
2000-03-09,0.00018405567460879943,0.08394199287006475,-0.008094493316744805,0.00016924558897902554,-0.21427564206622507,0.000564860034388446
2000-03-10,0.00018406099905504786,0.0838936799240077,-0.008096558581029988,0.00016917639569416314,-0.21419332899605006,0.0005717510390780647
2000-03-13,0.00018411154272745522,0.0838519156236777,-0.008098057424465725,0.00016911323699817448,-0.21412582895521612,0.000577817630185213
2000-03-14,0.0001841728720504614,0.08380655583690545,-0.008099597901690028,0.0001687825799144829,-0.21403953101936404,0.0005835395417861012
2000-03-15,0.0001842256039924999,0.08376009496228803,-0.008102558478524572,0.00016856220956322927,-0.2139620406323359,0.0005881592619667547
2000-03-16,0.00018429160129129172,0.08371314741746652,-0.008105045862437855,0.00016858201531525156,-0.21391170630524017,0.0005947503269019145
2000-03-17,0.0001843766259010806,0.08366805424093117,-0.008107124078640034,0.00016846735386794872,-0.21386842195634423,0.0005998082008050176
2000-03-20,0.0001844409316212152,0.08362531398490777,-0.0081089332525128,0.0001684796731188738,-0.21382791825952766,0.0006059195369554156
2000-03-21,0.0001845370991572865,0.08357846818960984,-0.008110488482696326,0.00016842868979577593,-0.21375219812316779,0.0006120508113952167
2000-03-22,0.00018464994424717568,0.08353172522163371,-0.008112535957997803,0.00016849983542880652,-0.21369829901630644,0.000617422621166893
2000-03-23,0.00018476469498705843,0.08348561977418227,-0.008114753644936171,0.00016846164830832842,-0.2136572169092237,0.00062279875986118
2000-03-24,0.00018478712183369662,0.0834339094206116,-0.008116598596035385,0.000168370279681098,-0.21365070040338138,0.000628284583577688
2000-03-27,0.0001849491298400817,0.08338830849357817,-0.008118227366646137,0.00016840807697948276,-0.21362291090979826,0.000633734389850416
2000-03-28,0.000185008932865409,0.08334117759560702,-0.008119243170089635,0.00016827038538249972,-0.21362947212287772,0.0006401262913420267
2000-03-29,0.00018510854158076845,0.0832964210961844,-0.008121324349867991,0.00016816441203191797,-0.21357510187352383,0.0006461298414485077
2000-03-30,0.00018521348003576915,0.08325214399788024,-0.008123336976048725,0.00016826189606353534,-0.21350457878007736,0.0006511008590339615
2000-03-31,0.00018530854235453042,0.08320992495640762,-0.008124478143426329,0.00016811554156260256,-0.21346921149160522,0.0006563816886908588
2000-04-03,0.00018539771178549623,0.08315803985476818,-0.00812576729498829,0.00016814977996477533,-0.21346122717525579,0.0006620462816519187
2000-04-04,0.00018552678583501036,0.08311253126226546,-0.008128001753032672,0.00016814873112599765,-0.21340900069982482,0.0006676865113727883
2000-04-05,0.00018561649875971736,0.08307046650218917,-0.008130016106516874,0.00016792583454444408,-0.21334038870335278,0.0006715408415707005
2000-04-06,0.00018566588849920726,0.08301940037919146,-0.008132262994886848,0.00016782053463302904,-0.2133178975024182,0.0006775167835977638
2000-04-07,0.0001857262312239244,0.08297528852120054,-0.008134889872592595,0.00016770193257782527,-0.21330240296843386,0.0006821201586316591
2000-04-10,0.00018578142025599644,0.08292650334841743,-0.008136264293919103,0.00016761168607563266,-0.21328016079660522,0.0006878463800547228
2000-04-11,0.0001858495698280038,0.08288155608032818,-0.00813845042766067,0.00016752539050064025,-0.2132826058524551,0.0006937963595109563
